"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XZAG","CBX10","HRZB00ICBE11","2022-01-17",1319.46,1336.91,1319.46,1331.92,0.89,1257283.42
"XZAG","CBX10","HRZB00ICBE11","2022-01-14",1307.74,1323.94,1306.98,1320.21,0.96,1123658.45
"XZAG","CBX10","HRZB00ICBE11","2022-01-13",1306.65,1309.14,1305.99,1307.64,0.14,218969.26
"XZAG","CBX10","HRZB00ICBE11","2022-01-12",1301.01,1306.65,1296.94,1305.79,0.37,454706.14
"XZAG","CBX10","HRZB00ICBE11","2022-01-11",1300.97,1301.23,1294.43,1301.01,0.15,459734.05
"XZAG","CBX10","HRZB00ICBE11","2022-01-10",1295.58,1301.36,1290.44,1299.07,0.34,792385.73
"XZAG","CBX10","HRZB00ICBE11","2022-01-07",1294.71,1297.28,1287.18,1294.65,0.00,338100.46
"XZAG","CBX10","HRZB00ICBE11","2022-01-05",1292.34,1297.47,1289.53,1294.71,0.18,805116.40
"XZAG","CBX10","HRZB00ICBE11","2022-01-04",1292.25,1295.36,1290.01,1292.34,0.03,445982.76
"XZAG","CBX10","HRZB00ICBE11","2022-01-03",1262.22,1291.91,1262.22,1291.91,2.34,1206274.22
"XZAG","CBX10","HRZB00ICBE11","2021-12-30",1261.71,1265.81,1259.25,1262.31,0.06,537518.89
"XZAG","CBX10","HRZB00ICBE11","2021-12-29",1252.76,1261.57,1252.13,1261.57,0.70,552221.10
"XZAG","CBX10","HRZB00ICBE11","2021-12-28",1249.47,1254.84,1249.47,1252.76,0.26,332553.63
"XZAG","CBX10","HRZB00ICBE11","2021-12-27",1245.98,1251.46,1245.64,1249.47,0.33,462166.35
"XZAG","CBX10","HRZB00ICBE11","2021-12-23",1249.96,1250.12,1243.44,1245.34,-0.37,529878.61
"XZAG","CBX10","HRZB00ICBE11","2021-12-22",1246.12,1250.75,1244.82,1249.96,0.34,301906.07
"XZAG","CBX10","HRZB00ICBE11","2021-12-21",1242.35,1248.18,1242.35,1245.78,0.22,442466.85
"XZAG","CBX10","HRZB00ICBE11","2021-12-20",1247.58,1249.12,1239.64,1242.99,-0.37,528669.37
"XZAG","CBX10","HRZB00ICBE11","2021-12-17",1246.83,1249.46,1243.66,1247.64,0.06,693673.70
"XZAG","CBX10","HRZB00ICBE11","2021-12-16",1238.49,1247.14,1238.49,1246.83,0.73,645086.23
"XZAG","CBX10","HRZB00ICBE11","2021-12-15",1237.02,1239.15,1232.61,1237.81,0.06,1603916.92
"XZAG","CBX10","HRZB00ICBE11","2021-12-14",1232.00,1237.44,1231.95,1237.02,0.41,885467.64
"XZAG","CBX10","HRZB00ICBE11","2021-12-13",1232.76,1236.99,1230.28,1232.00,-0.11,1026337.02
"XZAG","CBX10","HRZB00ICBE11","2021-12-10",1233.55,1233.55,1230.00,1233.39,-0.06,552614.44
"XZAG","CBX10","HRZB00ICBE11","2021-12-09",1225.13,1234.33,1225.13,1234.19,0.69,246782.56
"XZAG","CBX10","HRZB00ICBE11","2021-12-08",1228.10,1228.85,1224.33,1225.76,-0.21,354188.40
"XZAG","CBX10","HRZB00ICBE11","2021-12-07",1223.88,1231.45,1223.88,1228.33,0.43,966929.30
"XZAG","CBX10","HRZB00ICBE11","2021-12-06",1223.90,1229.54,1223.08,1223.08,-0.07,466995.49
"XZAG","CBX10","HRZB00ICBE11","2021-12-03",1218.43,1225.04,1218.43,1223.90,0.51,239476.25
"XZAG","CBX10","HRZB00ICBE11","2021-12-02",1221.32,1222.96,1217.41,1217.69,-0.30,518870.14
"XZAG","CBX10","HRZB00ICBE11","2021-12-01",1213.40,1221.68,1213.02,1221.32,0.65,220552.37
"XZAG","CBX10","HRZB00ICBE11","2021-11-30",1214.35,1215.25,1210.98,1213.40,-0.03,881115.79
"XZAG","CBX10","HRZB00ICBE11","2021-11-29",1215.32,1216.37,1210.26,1213.79,-0.16,619284.86
"XZAG","CBX10","HRZB00ICBE11","2021-11-26",1228.86,1228.86,1215.53,1215.74,-1.07,1020999.34
"XZAG","CBX10","HRZB00ICBE11","2021-11-25",1226.86,1229.10,1226.08,1228.86,0.18,278206.91
"XZAG","CBX10","HRZB00ICBE11","2021-11-24",1225.06,1228.19,1224.22,1226.65,0.13,243587.70
"XZAG","CBX10","HRZB00ICBE11","2021-11-23",1228.90,1228.90,1224.15,1225.06,-0.31,379225.30
"XZAG","CBX10","HRZB00ICBE11","2021-11-22",1222.99,1230.79,1222.91,1228.90,0.54,344193.42
"XZAG","CBX10","HRZB00ICBE11","2021-11-19",1222.13,1224.59,1221.67,1222.31,0.02,443716.12
"XZAG","CBX10","HRZB00ICBE11","2021-11-17",1223.13,1225.25,1221.75,1222.06,-0.06,589738.60
"XZAG","CBX10","HRZB00ICBE11","2021-11-16",1227.41,1227.69,1222.76,1222.76,-0.41,564429.82
"XZAG","CBX10","HRZB00ICBE11","2021-11-15",1236.78,1237.35,1227.83,1227.83,-0.72,352031.42
"XZAG","CBX10","HRZB00ICBE11","2021-11-12",1234.83,1237.67,1234.83,1236.78,0.16,550375.70
"XZAG","CBX10","HRZB00ICBE11","2021-11-11",1232.79,1236.11,1230.88,1234.83,0.17,812719.70
"XZAG","CBX10","HRZB00ICBE11","2021-11-10",1236.40,1238.21,1232.79,1232.79,-0.14,330213.80
"XZAG","CBX10","HRZB00ICBE11","2021-11-09",1236.94,1237.54,1233.88,1234.50,-0.10,281184.88
"XZAG","CBX10","HRZB00ICBE11","2021-11-08",1230.78,1239.63,1228.18,1235.68,0.38,308224.49
"XZAG","CBX10","HRZB00ICBE11","2021-11-05",1235.37,1239.85,1230.91,1230.96,-0.34,395010.03
"XZAG","CBX10","HRZB00ICBE11","2021-11-04",1242.45,1243.66,1234.17,1235.10,-0.63,481220.92
"XZAG","CBX10","HRZB00ICBE11","2021-11-03",1236.78,1243.36,1233.29,1242.87,0.48,783311.08
"XZAG","CBX10","HRZB00ICBE11","2021-11-02",1250.29,1250.29,1236.87,1236.99,-1.02,1325856.85
"XZAG","CBX10","HRZB00ICBE11","2021-10-29",1259.23,1262.69,1248.65,1249.75,-0.66,1351235.62
"XZAG","CBX10","HRZB00ICBE11","2021-10-28",1236.79,1259.99,1236.13,1257.99,1.79,949326.90
"XZAG","CBX10","HRZB00ICBE11","2021-10-27",1244.63,1244.63,1233.17,1235.84,-0.66,1087445.02
"XZAG","CBX10","HRZB00ICBE11","2021-10-26",1245.58,1247.84,1243.39,1244.00,-0.14,731272.41
"XZAG","CBX10","HRZB00ICBE11","2021-10-25",1245.07,1250.00,1243.58,1245.72,0.12,869088.04
"XZAG","CBX10","HRZB00ICBE11","2021-10-22",1243.87,1249.86,1243.87,1244.17,0.02,184340.66
"XZAG","CBX10","HRZB00ICBE11","2021-10-21",1246.95,1249.51,1243.34,1243.87,-0.25,362015.53
"XZAG","CBX10","HRZB00ICBE11","2021-10-20",1246.40,1249.80,1243.31,1246.95,-0.01,498979.59
"XZAG","CBX10","HRZB00ICBE11","2021-10-19",1243.52,1247.71,1242.50,1247.04,0.21,351438.41
"XZAG","CBX10","HRZB00ICBE11","2021-10-18",1246.08,1248.00,1244.10,1244.38,-0.14,792273.79
"XZAG","CBX10","HRZB00ICBE11","2021-10-15",1246.56,1251.10,1244.38,1246.08,-0.07,523577.15
"XZAG","CBX10","HRZB00ICBE11","2021-10-14",1244.76,1252.17,1244.58,1246.98,0.18,887276.79
"XZAG","CBX10","HRZB00ICBE11","2021-10-13",1243.85,1245.33,1238.82,1244.76,0.07,1310769.59
"XZAG","CBX10","HRZB00ICBE11","2021-10-12",1243.70,1247.01,1241.68,1243.85,0.02,674037.87
"XZAG","CBX10","HRZB00ICBE11","2021-10-11",1242.37,1246.24,1237.24,1243.56,0.04,946649.13
"XZAG","CBX10","HRZB00ICBE11","2021-10-08",1249.43,1252.15,1242.51,1243.05,-0.50,542696.16
"XZAG","CBX10","HRZB00ICBE11","2021-10-07",1245.33,1254.30,1245.10,1249.30,0.32,1085673.46
"XZAG","CBX10","HRZB00ICBE11","2021-10-06",1245.22,1252.18,1241.52,1245.33,0.01,1320521.35
"XZAG","CBX10","HRZB00ICBE11","2021-10-05",1244.33,1249.51,1236.23,1245.22,-0.23,1317294.94
"XZAG","CBX10","HRZB00ICBE11","2021-10-04",1251.77,1253.40,1241.95,1248.07,-0.06,1294633.11
"XZAG","CBX10","HRZB00ICBE11","2021-10-01",1228.54,1254.21,1228.09,1248.78,1.65,2313449.68
"XZAG","CBX10","HRZB00ICBE11","2021-09-30",1216.58,1229.18,1215.31,1228.54,0.98,3812965.92
"XZAG","CBX10","HRZB00ICBE11","2021-09-29",1216.17,1221.58,1214.13,1216.58,0.03,1265243.97
"XZAG","CBX10","HRZB00ICBE11","2021-09-28",1212.01,1218.01,1211.14,1216.17,0.47,1026875.88
"XZAG","CBX10","HRZB00ICBE11","2021-09-27",1208.59,1211.50,1205.30,1210.52,0.16,719390.83
"XZAG","CBX10","HRZB00ICBE11","2021-09-24",1206.68,1210.09,1206.54,1208.59,0.16,438945.29
"XZAG","CBX10","HRZB00ICBE11","2021-09-23",1197.82,1208.85,1197.82,1206.68,0.74,563984.62
"XZAG","CBX10","HRZB00ICBE11","2021-09-22",1192.99,1198.03,1191.94,1197.82,0.50,412286.67
"XZAG","CBX10","HRZB00ICBE11","2021-09-21",1191.90,1195.81,1188.73,1191.89,0.11,2884954.41
"XZAG","CBX10","HRZB00ICBE11","2021-09-20",1203.89,1204.07,1187.50,1190.61,-1.17,2007765.35
"XZAG","CBX10","HRZB00ICBE11","2021-09-17",1203.17,1206.25,1202.77,1204.71,0.13,1622028.96
"XZAG","CBX10","HRZB00ICBE11","2021-09-16",1205.62,1205.62,1201.62,1203.17,-0.01,1556483.86
"XZAG","CBX10","HRZB00ICBE11","2021-09-15",1204.54,1206.16,1201.50,1203.32,-0.10,341914.45
"XZAG","CBX10","HRZB00ICBE11","2021-09-14",1203.00,1205.80,1200.28,1204.54,0.16,620168.50
"XZAG","CBX10","HRZB00ICBE11","2021-09-13",1205.28,1205.28,1198.75,1202.59,-0.39,423862.59
"XZAG","CBX10","HRZB00ICBE11","2021-09-10",1200.19,1207.33,1200.19,1207.33,0.58,220032.68
"XZAG","CBX10","HRZB00ICBE11","2021-09-09",1199.47,1201.65,1196.89,1200.42,0.01,191860.45
"XZAG","CBX10","HRZB00ICBE11","2021-09-08",1204.02,1204.75,1200.35,1200.35,-0.30,252181.11
"XZAG","CBX10","HRZB00ICBE11","2021-09-07",1204.03,1205.84,1203.22,1204.02,-0.01,486913.61
"XZAG","CBX10","HRZB00ICBE11","2021-09-06",1205.69,1208.46,1204.12,1204.12,-0.19,325897.07
"XZAG","CBX10","HRZB00ICBE11","2021-09-03",1204.25,1208.00,1204.25,1206.45,0.22,158782.77
"XZAG","CBX10","HRZB00ICBE11","2021-09-02",1208.56,1209.02,1203.79,1203.79,-0.39,219811.09
"XZAG","CBX10","HRZB00ICBE11","2021-09-01",1207.32,1213.49,1206.88,1208.56,0.10,683401.69
"XZAG","CBX10","HRZB00ICBE11","2021-08-31",1207.79,1211.15,1205.96,1207.32,-0.04,537112.44
"XZAG","CBX10","HRZB00ICBE11","2021-08-30",1204.03,1207.79,1202.08,1207.79,0.38,264578.90
"XZAG","CBX10","HRZB00ICBE11","2021-08-27",1205.12,1208.79,1202.83,1203.21,-0.17,279831.06
"XZAG","CBX10","HRZB00ICBE11","2021-08-26",1201.12,1208.19,1200.56,1205.31,0.31,295374.69
"XZAG","CBX10","HRZB00ICBE11","2021-08-25",1202.97,1204.97,1201.00,1201.56,-0.16,326621.66
"XZAG","CBX10","HRZB00ICBE11","2021-08-24",1201.86,1205.99,1201.42,1203.43,0.13,680394.56
"XZAG","CBX10","HRZB00ICBE11","2021-08-23",1199.45,1201.95,1196.96,1201.86,0.28,825373.06
"XZAG","CBX10","HRZB00ICBE11","2021-08-20",1201.86,1202.55,1198.52,1198.52,-0.23,195745.77
"XZAG","CBX10","HRZB00ICBE11","2021-08-19",1208.26,1208.26,1200.79,1201.23,-0.53,405594.17
"XZAG","CBX10","HRZB00ICBE11","2021-08-18",1212.33,1213.59,1203.71,1207.63,-0.34,195848.86
"XZAG","CBX10","HRZB00ICBE11","2021-08-17",1213.17,1213.80,1210.79,1211.70,-0.10,286394.09
"XZAG","CBX10","HRZB00ICBE11","2021-08-16",1210.16,1214.10,1209.13,1212.89,0.12,337563.70
"XZAG","CBX10","HRZB00ICBE11","2021-08-13",1207.50,1211.48,1207.13,1211.48,0.29,198563.53
"XZAG","CBX10","HRZB00ICBE11","2021-08-12",1211.67,1212.63,1207.97,1207.97,-0.31,398827.14
"XZAG","CBX10","HRZB00ICBE11","2021-08-11",1213.14,1213.58,1210.67,1211.67,-0.20,278511.07
"XZAG","CBX10","HRZB00ICBE11","2021-08-10",1209.71,1214.42,1206.44,1214.10,0.36,268572.16
"XZAG","CBX10","HRZB00ICBE11","2021-08-09",1205.25,1210.99,1203.63,1209.71,0.37,372053.20
"XZAG","CBX10","HRZB00ICBE11","2021-08-06",1203.74,1205.40,1202.80,1205.25,0.09,204589.84
"XZAG","CBX10","HRZB00ICBE11","2021-08-04",1207.40,1208.66,1203.36,1204.18,-0.13,238013.64
"XZAG","CBX10","HRZB00ICBE11","2021-08-03",1200.83,1206.11,1198.22,1205.76,0.38,256511.41
"XZAG","CBX10","HRZB00ICBE11","2021-08-02",1198.70,1205.36,1198.70,1201.15,0.28,714881.57
"XZAG","CBX10","HRZB00ICBE11","2021-07-30",1204.20,1204.52,1195.34,1197.75,-0.59,300783.28
"XZAG","CBX10","HRZB00ICBE11","2021-07-29",1192.41,1206.04,1191.78,1204.83,1.04,423224.78
"XZAG","CBX10","HRZB00ICBE11","2021-07-28",1192.97,1196.31,1192.26,1192.41,-0.11,267583.93
"XZAG","CBX10","HRZB00ICBE11","2021-07-27",1193.35,1194.99,1191.06,1193.73,0.08,680409.77
"XZAG","CBX10","HRZB00ICBE11","2021-07-26",1193.36,1195.64,1191.46,1192.72,0.00,450980.11
"XZAG","CBX10","HRZB00ICBE11","2021-07-23",1190.71,1193.60,1188.68,1192.73,0.28,321520.58
"XZAG","CBX10","HRZB00ICBE11","2021-07-22",1185.83,1189.45,1183.64,1189.45,0.31,368217.19
"XZAG","CBX10","HRZB00ICBE11","2021-07-21",1185.07,1185.87,1181.40,1185.83,0.06,261321.83
"XZAG","CBX10","HRZB00ICBE11","2021-07-20",1180.96,1186.39,1180.96,1185.07,0.33,455579.74
"XZAG","CBX10","HRZB00ICBE11","2021-07-19",1190.59,1193.12,1180.38,1181.14,-0.79,500451.69
"XZAG","CBX10","HRZB00ICBE11","2021-07-16",1195.87,1195.87,1190.50,1190.50,-0.32,323296.69
"XZAG","CBX10","HRZB00ICBE11","2021-07-15",1196.68,1196.80,1190.60,1194.33,-0.20,583923.68
"XZAG","CBX10","HRZB00ICBE11","2021-07-14",1207.53,1209.07,1196.27,1196.72,-0.90,1045251.50
"XZAG","CBX10","HRZB00ICBE11","2021-07-13",1210.65,1210.65,1203.49,1207.53,-0.26,694100.79
"XZAG","CBX10","HRZB00ICBE11","2021-07-12",1208.62,1210.65,1206.16,1210.65,0.17,447571.46
"XZAG","CBX10","HRZB00ICBE11","2021-07-09",1215.39,1219.70,1208.62,1208.62,-0.49,418256.89
"XZAG","CBX10","HRZB00ICBE11","2021-07-08",1215.51,1215.51,1211.84,1214.58,0.00,251195.37
"XZAG","CBX10","HRZB00ICBE11","2021-07-07",1211.97,1217.86,1211.97,1214.55,0.36,272686.52
"XZAG","CBX10","HRZB00ICBE11","2021-07-06",1214.99,1216.75,1210.21,1210.21,-0.39,1177771.94
"XZAG","CBX10","HRZB00ICBE11","2021-07-05",1217.00,1217.00,1210.54,1214.99,-0.15,326396.24
"XZAG","CBX10","HRZB00ICBE11","2021-07-02",1217.68,1221.40,1216.06,1216.85,-0.07,185631.79
"XZAG","CBX10","HRZB00ICBE11","2021-07-01",1220.37,1220.37,1207.85,1217.68,-0.05,899735.75
"XZAG","CBX10","HRZB00ICBE11","2021-06-30",1225.85,1227.19,1218.32,1218.32,-0.67,380962.29
"XZAG","CBX10","HRZB00ICBE11","2021-06-29",1229.67,1229.67,1221.92,1226.48,-0.24,403947.75
"XZAG","CBX10","HRZB00ICBE11","2021-06-28",1230.38,1231.02,1226.75,1229.49,-0.07,802356.31
"XZAG","CBX10","HRZB00ICBE11","2021-06-25",1226.58,1230.86,1222.15,1230.38,0.31,393515.54
"XZAG","CBX10","HRZB00ICBE11","2021-06-24",1220.39,1226.81,1220.35,1226.58,0.51,275163.36
"XZAG","CBX10","HRZB00ICBE11","2021-06-23",1219.76,1222.71,1218.75,1220.39,0.05,266288.41
"XZAG","CBX10","HRZB00ICBE11","2021-06-21",1225.36,1225.64,1218.94,1219.76,-0.53,260402.83
"XZAG","CBX10","HRZB00ICBE11","2021-06-18",1225.85,1227.84,1224.89,1226.24,0.03,212956.84
"XZAG","CBX10","HRZB00ICBE11","2021-06-17",1226.22,1226.36,1219.35,1225.85,-0.03,427521.19
"XZAG","CBX10","HRZB00ICBE11","2021-06-16",1213.32,1226.22,1213.20,1226.22,1.08,696113.64
"XZAG","CBX10","HRZB00ICBE11","2021-06-15",1208.98,1215.75,1208.98,1213.09,0.41,311506.70
"XZAG","CBX10","HRZB00ICBE11","2021-06-14",1210.79,1212.68,1208.10,1208.10,-0.22,306220.92
"XZAG","CBX10","HRZB00ICBE11","2021-06-11",1208.67,1212.92,1207.55,1210.79,0.18,357449.04
"XZAG","CBX10","HRZB00ICBE11","2021-06-10",1209.96,1211.58,1206.31,1208.67,-0.18,353584.28
"XZAG","CBX10","HRZB00ICBE11","2021-06-09",1205.35,1211.30,1203.46,1210.84,0.56,336576.80
"XZAG","CBX10","HRZB00ICBE11","2021-06-08",1199.08,1204.12,1197.53,1204.12,0.31,352672.54
"XZAG","CBX10","HRZB00ICBE11","2021-06-07",1207.30,1208.43,1200.40,1200.40,-0.38,707318.26
"XZAG","CBX10","HRZB00ICBE11","2021-06-04",1208.04,1213.15,1204.90,1204.99,-0.23,1053485.38
"XZAG","CBX10","HRZB00ICBE11","2021-06-02",1202.55,1207.71,1200.13,1207.71,0.43,610162.72
"XZAG","CBX10","HRZB00ICBE11","2021-06-01",1198.08,1203.93,1196.82,1202.55,0.48,250304.14
"XZAG","CBX10","HRZB00ICBE11","2021-05-31",1195.51,1196.82,1192.14,1196.82,0.14,145603.72
"XZAG","CBX10","HRZB00ICBE11","2021-05-28",1193.51,1197.65,1191.89,1195.10,0.13,326792.91
"XZAG","CBX10","HRZB00ICBE11","2021-05-27",1197.12,1198.89,1193.51,1193.51,-0.34,1073723.15
"XZAG","CBX10","HRZB00ICBE11","2021-05-26",1196.00,1200.06,1193.30,1197.56,0.20,797624.78
"XZAG","CBX10","HRZB00ICBE11","2021-05-25",1199.21,1201.22,1192.27,1195.19,-0.40,758101.89
"XZAG","CBX10","HRZB00ICBE11","2021-05-24",1200.98,1202.32,1194.50,1199.98,-0.08,463778.83
"XZAG","CBX10","HRZB00ICBE11","2021-05-21",1200.83,1205.16,1200.23,1200.98,0.01,253807.08
"XZAG","CBX10","HRZB00ICBE11","2021-05-20",1203.32,1203.60,1197.79,1200.83,-0.22,525957.85
"XZAG","CBX10","HRZB00ICBE11","2021-05-19",1206.33,1209.84,1203.09,1203.50,-0.31,879463.67
"XZAG","CBX10","HRZB00ICBE11","2021-05-18",1202.21,1209.60,1200.21,1207.28,0.42,783049.53
"XZAG","CBX10","HRZB00ICBE11","2021-05-17",1194.59,1203.68,1193.37,1202.21,0.70,975776.82
"XZAG","CBX10","HRZB00ICBE11","2021-05-14",1195.17,1199.12,1193.82,1193.82,-0.11,495748.72
"XZAG","CBX10","HRZB00ICBE11","2021-05-13",1201.28,1201.61,1193.04,1195.17,-0.51,647097.54
"XZAG","CBX10","HRZB00ICBE11","2021-05-12",1200.06,1207.03,1198.16,1201.28,0.10,756554.69
"XZAG","CBX10","HRZB00ICBE11","2021-05-11",1208.05,1208.05,1198.82,1200.06,-0.55,355785.38
"XZAG","CBX10","HRZB00ICBE11","2021-05-10",1194.07,1207.04,1194.07,1206.73,1.06,1124964.46
"XZAG","CBX10","HRZB00ICBE11","2021-05-07",1196.35,1196.79,1189.13,1194.07,-0.18,515716.44
"XZAG","CBX10","HRZB00ICBE11","2021-05-06",1191.92,1196.24,1191.04,1196.24,0.40,322955.10
"XZAG","CBX10","HRZB00ICBE11","2021-05-05",1189.19,1192.61,1184.33,1191.48,-0.02,842535.84
"XZAG","CBX10","HRZB00ICBE11","2021-05-04",1188.00,1195.06,1188.00,1191.71,0.35,560440.61
"XZAG","CBX10","HRZB00ICBE11","2021-05-03",1177.98,1187.56,1177.57,1187.56,0.82,979320.40
"XZAG","CBX10","HRZB00ICBE11","2021-04-30",1177.73,1178.42,1173.25,1177.94,0.02,782540.01
"XZAG","CBX10","HRZB00ICBE11","2021-04-29",1173.08,1178.30,1171.50,1177.76,0.35,991744.03
"XZAG","CBX10","HRZB00ICBE11","2021-04-28",1176.57,1178.85,1173.64,1173.71,-0.35,959648.52
"XZAG","CBX10","HRZB00ICBE11","2021-04-27",1178.65,1179.62,1172.97,1177.83,-0.03,157687.77
"XZAG","CBX10","HRZB00ICBE11","2021-04-26",1175.68,1178.19,1172.81,1178.19,0.37,232739.46
"XZAG","CBX10","HRZB00ICBE11","2021-04-23",1173.80,1175.06,1170.62,1173.79,0.01,522643.61
"XZAG","CBX10","HRZB00ICBE11","2021-04-22",1171.80,1175.53,1171.80,1173.71,0.16,634715.40
"XZAG","CBX10","HRZB00ICBE11","2021-04-21",1175.16,1175.16,1170.82,1171.80,-0.28,361305.75
"XZAG","CBX10","HRZB00ICBE11","2021-04-20",1177.83,1178.62,1171.78,1175.07,-0.23,525193.59
"XZAG","CBX10","HRZB00ICBE11","2021-04-19",1176.35,1178.55,1174.01,1177.83,0.13,296052.28
"XZAG","CBX10","HRZB00ICBE11","2021-04-16",1178.94,1178.94,1175.07,1176.35,-0.28,373350.16
"XZAG","CBX10","HRZB00ICBE11","2021-04-15",1181.75,1182.98,1178.90,1179.71,-0.17,317545.13
"XZAG","CBX10","HRZB00ICBE11","2021-04-14",1182.67,1184.73,1178.33,1181.75,-0.08,388232.08
"XZAG","CBX10","HRZB00ICBE11","2021-04-13",1181.17,1184.21,1180.03,1182.67,0.07,254519.25
"XZAG","CBX10","HRZB00ICBE11","2021-04-12",1184.43,1185.29,1176.95,1181.80,-0.28,325729.63
"XZAG","CBX10","HRZB00ICBE11","2021-04-09",1184.93,1186.05,1181.94,1185.06,-0.07,291804.24
"XZAG","CBX10","HRZB00ICBE11","2021-04-08",1183.39,1187.23,1179.79,1185.88,0.21,535294.16
"XZAG","CBX10","HRZB00ICBE11","2021-04-07",1177.76,1184.39,1177.76,1183.39,0.48,254612.85
"XZAG","CBX10","HRZB00ICBE11","2021-04-06",1178.46,1184.26,1176.41,1177.76,-0.17,351121.85
"XZAG","CBX10","HRZB00ICBE11","2021-04-01",1177.04,1182.27,1176.27,1179.78,0.23,414846.03
"XZAG","CBX10","HRZB00ICBE11","2021-03-31",1170.48,1178.09,1170.48,1177.04,0.56,593013.68
"XZAG","CBX10","HRZB00ICBE11","2021-03-30",1158.01,1170.98,1158.01,1170.48,1.08,490214.93
"XZAG","CBX10","HRZB00ICBE11","2021-03-29",1153.75,1161.72,1151.98,1158.01,0.29,337158.25
"XZAG","CBX10","HRZB00ICBE11","2021-03-26",1155.33,1157.78,1149.49,1154.63,-0.06,651915.79
"XZAG","CBX10","HRZB00ICBE11","2021-03-25",1162.00,1163.73,1155.00,1155.33,-0.57,536649.13
"XZAG","CBX10","HRZB00ICBE11","2021-03-24",1168.20,1168.34,1159.22,1161.91,-0.54,281643.11
"XZAG","CBX10","HRZB00ICBE11","2021-03-23",1163.56,1168.20,1160.27,1168.20,0.40,347244.99
"XZAG","CBX10","HRZB00ICBE11","2021-03-22",1164.49,1164.60,1154.43,1163.56,-0.08,428610.98
"XZAG","CBX10","HRZB00ICBE11","2021-03-19",1164.29,1165.32,1154.90,1164.45,0.06,584797.36
"XZAG","CBX10","HRZB00ICBE11","2021-03-18",1172.04,1173.28,1163.70,1163.70,-0.71,425482.39
"XZAG","CBX10","HRZB00ICBE11","2021-03-17",1181.61,1181.71,1172.04,1172.04,-0.68,245905.24
"XZAG","CBX10","HRZB00ICBE11","2021-03-16",1182.48,1187.29,1177.03,1180.05,-0.24,409988.27
"XZAG","CBX10","HRZB00ICBE11","2021-03-15",1179.04,1186.64,1179.04,1182.93,0.28,398017.94
"XZAG","CBX10","HRZB00ICBE11","2021-03-12",1164.86,1181.25,1163.55,1179.63,1.17,917614.48
"XZAG","CBX10","HRZB00ICBE11","2021-03-11",1163.08,1166.14,1160.65,1166.04,0.25,643123.57
"XZAG","CBX10","HRZB00ICBE11","2021-03-10",1159.34,1163.54,1155.12,1163.08,0.19,679788.99
"XZAG","CBX10","HRZB00ICBE11","2021-03-09",1150.19,1160.90,1146.36,1160.90,0.93,931688.80
"XZAG","CBX10","HRZB00ICBE11","2021-03-08",1139.62,1150.19,1139.62,1150.19,0.93,410093.68
"XZAG","CBX10","HRZB00ICBE11","2021-03-05",1146.37,1146.37,1137.26,1139.62,-0.52,551079.55
"XZAG","CBX10","HRZB00ICBE11","2021-03-04",1146.44,1150.52,1145.06,1145.53,-0.07,342874.09
"XZAG","CBX10","HRZB00ICBE11","2021-03-03",1145.61,1148.73,1141.87,1146.35,0.06,354552.31
"XZAG","CBX10","HRZB00ICBE11","2021-03-02",1136.81,1148.39,1136.81,1145.61,0.81,321226.27
"XZAG","CBX10","HRZB00ICBE11","2021-03-01",1132.58,1137.36,1132.10,1136.37,0.34,210261.07
"XZAG","CBX10","HRZB00ICBE11","2021-02-26",1139.97,1140.66,1132.54,1132.54,-0.57,355723.72
"XZAG","CBX10","HRZB00ICBE11","2021-02-25",1141.30,1145.25,1138.02,1139.07,-0.20,523307.34
"XZAG","CBX10","HRZB00ICBE11","2021-02-24",1135.97,1141.30,1135.13,1141.30,0.47,380502.15
"XZAG","CBX10","HRZB00ICBE11","2021-02-23",1137.49,1137.49,1132.83,1135.97,-0.13,286939.01
"XZAG","CBX10","HRZB00ICBE11","2021-02-22",1144.11,1149.10,1137.49,1137.49,-0.66,731995.43
"XZAG","CBX10","HRZB00ICBE11","2021-02-19",1139.74,1150.48,1138.32,1145.08,0.43,639114.33
"XZAG","CBX10","HRZB00ICBE11","2021-02-18",1139.23,1140.94,1138.86,1140.16,0.04,271935.53
"XZAG","CBX10","HRZB00ICBE11","2021-02-17",1137.01,1140.09,1133.56,1139.67,0.23,435545.43
"XZAG","CBX10","HRZB00ICBE11","2021-02-16",1130.05,1137.01,1129.94,1137.01,0.62,802502.21
"XZAG","CBX10","HRZB00ICBE11","2021-02-15",1124.79,1135.82,1124.67,1130.05,0.47,803462.10
"XZAG","CBX10","HRZB00ICBE11","2021-02-12",1119.31,1126.98,1117.10,1124.79,0.49,287448.29
"XZAG","CBX10","HRZB00ICBE11","2021-02-11",1116.74,1120.50,1115.77,1119.31,0.23,745330.08
"XZAG","CBX10","HRZB00ICBE11","2021-02-10",1113.14,1118.33,1109.36,1116.74,0.32,762432.28
"XZAG","CBX10","HRZB00ICBE11","2021-02-09",1114.98,1118.08,1110.53,1113.14,-0.17,940673.96
"XZAG","CBX10","HRZB00ICBE11","2021-02-08",1116.45,1119.19,1113.69,1114.98,-0.04,1083329.91
"XZAG","CBX10","HRZB00ICBE11","2021-02-05",1116.72,1117.95,1113.42,1115.48,-0.04,260094.10
"XZAG","CBX10","HRZB00ICBE11","2021-02-04",1116.12,1116.58,1113.90,1115.89,-0.02,309545.41
